rssi_from_min,interrogator_timestamp,doppler_hz,lastseentimestamp,phase_rads,doppler,tagseencount,doppler_by_phase,id,antenna,velocity_by_doppler,absolute_timestamp,epc96,rospecid,doppler_channel,rssi_from_mean,inventoryparameterspecid,phase,velocity_by_phase,channelindex,relative_timestamp,rssi,accessspecid
1.0,1501080451471183,-0.4375,1501080451471183,5.730952223540755,65529,1,nan,1,1,-0.1441911562757484,2017-05-28 01:56:19,00e200600322f041ef000000,1,-398234375.0,0.6666666666666643,1,3736,nan,16,0,-49,0
0.0,1501080451481302,-0.1875,1501080451481302,0.47860200582032003,65533,1,nan,2,1,-0.06179620983246361,2017-05-28 01:56:19,00e200600322f10741000000,1,-170671875.0,-0.26086956521739069,1,312,nan,16,10119,-58,0
1.0,1501080451524365,0.125,1501080451524365,5.724816300389213,2,1,nan,3,1,0.041197473221642404,2017-05-28 01:56:19,00e200600322f041ef000000,1,113781250.0,0.6666666666666643,1,3732,nan,16,53182,-49,0
0.0,1501080451541549,-2.3125,1501080451541549,0.5645049299419159,65499,1,nan,4,1,-0.7621532546003845,2017-05-28 01:56:19,00e200600322f10741000000,1,-2104953125.0,-0.26086956521739069,1,368,nan,16,70366,-58,0
1.0,1501080451556203,0.4375,1501080451556203,5.6941366846315,7,1,nan,5,1,0.1441911562757484,2017-05-28 01:56:19,00e200600322f041ef000000,1,398234375.0,0.6666666666666643,1,3712,nan,16,85020,-49,0
1.0,1501080451575302,-2.625,1501080451575302,6.277049384028044,65494,1,nan,6,1,-0.8646719736480922,2017-05-28 01:56:19,00e200600322f10741000000,1,-2390718750.0,0.28000000000000114,1,4092,nan,17,104119,-55,0
1.0,1501080451627270,0.375,1501080451627270,4.92714629068868,6,1,nan,7,1,0.12352456766401318,2017-05-28 01:56:19,00e200600322f041ef000000,1,341531250.0,0.3461538461538467,1,3212,nan,17,156087,-48,0
1.0,1501080451637307,-0.875,1501080451637307,6.191146459906448,65522,1,nan,8,1,-0.28822399121603076,2017-05-28 01:56:19,00e200600322f10741000000,1,-796906250.0,0.28000000000000114,1,4036,nan,17,166124,-55,0
1.0,1501080451662412,0.0625,1501080451662412,4.95168998329485,1,1,nan,9,1,0.020587427944002194,2017-05-28 01:56:19,00e200600322f041ef000000,1,56921875.0,0.3461538461538467,1,3228,nan,17,191229,-48,0
1.0,1501080451674522,-2.6875,1501080451674522,6.234097921967246,65493,1,nan,10,1,-0.8852594015920944,2017-05-28 01:56:19,00e200600322f10741000000,1,-2447640625.0,0.28000000000000114,1,4064,nan,17,203339,-55,0
1.0,1501080451727302,0.0,1501080451727302,4.92714629068868,0,1,nan,11,1,0.0,2017-05-28 01:56:19,00e200600322f041ef000000,1,0.0,0.3461538461538467,1,3212,nan,17,256119,-48,0
1.0,1501080451737463,-1.1875,1501080451737463,0.04295146206079795,65517,1,nan,12,1,-0.3911611309360417,2017-05-28 01:56:19,00e200600322f10741000000,1,-1081515625.0,0.28000000000000114,1,28,nan,17,266280,-55,0
1.0,1501080451752513,0.8125,1501080451752513,6.105243535784852,13,1,32.0546096345515,13,1,0.26763656327202856,2017-05-28 01:56:19,00e200600322f10741000000,1,739984375.0,0.28000000000000114,1,3980,10.558751457991159,17,281330,-55,0
1.0,1501080451763894,0.0625,1501080451763894,4.945554060143307,1,1,nan,14,1,0.020587427944002194,2017-05-28 01:56:20,00e200600322f041ef000000,1,56921875.0,0.3461538461538467,1,3224,nan,17,292711,-48,0
1.0,1501080451828579,0.375,1501080451828579,1.6566992509164924,6,1,nan,15,1,0.12345679012345678,2017-05-28 01:56:20,00e200600322f041ef000000,1,341718750.0,0.1153846153846132,1,1080,nan,18,357396,-49,0
1.0,1501080451838766,-0.8125,1501080451838766,6.019340611663256,65523,1,nan,16,1,-0.2674897119341564,2017-05-28 01:56:20,00e200600322f10741000000,1,-740390625.0,0.47999999999999687,1,3924,nan,18,367583,-57,0
0.0,1501080451853789,0.125,1501080451853789,6.105243535784852,2,1,0.4550314517739475,17,1,0.0411522633744856,2017-05-28 01:56:20,00e200600322f10741000000,1,113906250.0,-0.52000000000000313,1,3980,0.14980459317660821,18,382606,-58,0
1.0,1501080451866956,-0.0625,1501080451866956,1.6566992509164924,65535,1,nan,18,1,-0.0205761316872428,2017-05-28 01:56:20,00e200600322f041ef000000,1,-56953125.0,0.1153846153846132,1,1080,nan,18,395773,-49,0
1.0,1501080451914418,0.5625,1501080451914418,1.6198837120072371,9,1,-0.061727013189498754,19,1,0.18518518518518517,2017-05-28 01:56:20,00e200600322f041ef000000,1,512578125.0,0.1153846153846132,1,1056,-0.020321650432756792,18,443235,-49,0
0.0,1501080451928268,0.5,1501080451928268,6.068427996875596,8,1,nan,20,1,0.1646090534979424,2017-05-28 01:56:20,00e200600322f10741000000,1,455625000.0,-0.52000000000000313,1,3956,nan,18,457085,-58,0
1.0,1501080451947429,0.125,1501080451947429,1.6812429435226628,2,1,nan,21,1,0.0411522633744856,2017-05-28 01:56:20,00e200600322f041ef000000,1,113906250.0,0.1153846153846132,1,1096,nan,18,476246,-49,0
0.0,1501080451959273,1.1875,1501080451959273,6.037748381117884,19,1,nan,22,1,0.39094650205761317,2017-05-28 01:56:20,00e200600322f10741000000,1,1082109375.0,-0.52000000000000313,1,3936,nan,18,488090,-58,0
0.0,1501080452015997,-2.625,1501080452015997,0.2454369260617026,65494,1,nan,23,1,-0.8637236084452975,2017-05-28 01:56:20,00e200600322f10741000000,1,-2393343750.0,-0.3333333333333357,1,160,nan,19,544814,-56,0
1.0,1501080452027503,0.1875,1501080452027503,5.037592907416445,3,1,nan,24,1,0.06169454346037839,2017-05-28 01:56:20,00e200600322f041ef000000,1,170953125.0,0.34782608695652328,1,3284,nan,19,556320,-48,0
1.0,1501080452051516,-3.625,1501080452051516,0.2945243112740431,65478,1,nan,25,1,-1.1927611735673156,2017-05-28 01:56:20,00e200600322f10741000000,1,-3305093750.0,0.6666666666666643,1,192,nan,19,580333,-55,0
0.0,1501080452061241,0.4375,1501080452061241,5.043728830567988,7,1,nan,26,1,0.14395393474088292,2017-05-28 01:56:20,00e200600322f041ef000000,1,398890625.0,-0.65217391304347672,1,3288,nan,19,590058,-49,0
0.0,1501080452111610,0.125,1501080452111610,5.062136600022616,2,1,0.029082248009688755,27,1,0.04112969564025226,2017-05-28 01:56:20,00e200600322f041ef000000,1,113968750.0,-0.65217391304347672,1,3300,0.009569152073382645,19,640427,-49,0
0.0,1501080452123599,3.125,1501080452123599,6.227961998815704,50,1,nan,28,1,1.0282423910063065,2017-05-28 01:56:20,00e200600322f10741000000,1,2849218750.0,-0.3333333333333357,1,4060,nan,19,652416,-56,0
1.0,1501080452140315,0.375,1501080452140315,5.056000676871073,6,1,nan,29,1,0.12338908692075679,2017-05-28 01:56:20,00e200600322f041ef000000,1,341906250.0,0.34782608695652328,1,3296,nan,19,669132,-48,0
0.0,1501080452150295,-1.875,1501080452150295,0.18407769454627693,65506,1,nan,30,1,-0.6169454346037839,2017-05-28 01:56:20,00e200600322f10741000000,1,-1709531250.0,-0.3333333333333357,1,120,nan,19,679112,-56,0
0.0,1501080452203932,0.25,1501080452203932,5.565282298449106,4,1,nan,31,1,0.08221430528912031,2017-05-28 01:56:20,00e200600322f10741000000,1,228062500.0,0.0,1,3628,nan,20,732749,-58,0
1.0,1501080452215371,0.8125,1501080452215371,4.381049130201391,13,1,nan,32,1,0.267196492189641,2017-05-28 01:56:20,00e200600322f041ef000000,1,741203125.0,0.75999999999999801,1,2856,nan,20,744188,-49,0
0.0,1501080452237652,0.5625,1501080452237652,5.559146375297564,9,1,nan,33,1,0.18498218690052068,2017-05-28 01:56:20,00e200600322f10741000000,1,513140625.0,0.0,1,3624,nan,20,766469,-58,0
1.0,1501080452247369,-0.125,1501080452247369,4.430136515413731,65534,1,nan,34,1,-0.041107152644560156,2017-05-28 01:56:20,00e200600322f041ef000000,1,-114031250.0,0.75999999999999801,1,2888,nan,20,776186,-49,0
