rssi_from_min,interrogator_timestamp,doppler_hz,lastseentimestamp,phase_rads,doppler,tagseencount,doppler_by_phase,id,antenna,velocity_by_doppler,absolute_timestamp,epc96,rospecid,doppler_channel,rssi_from_mean,inventoryparameterspecid,phase,velocity_by_phase,channelindex,relative_timestamp,rssi,accessspecid
2.0,1501080684787909,0.4375,1501080684787909,0.19634954084936207,7,1,nan,1,1,0.1445882676948499,2017-05-28 02:00:24,00e200600322f041ef000000,1,397140625.0,0.60000000000000142,1,128,nan,11,0,-47,0
0.0,1501080684797934,-0.125,1501080684797934,1.4419419406125027,65534,1,nan,2,1,-0.04131093362709997,2017-05-28 02:00:24,00e200600322f10741000000,1,-113468750.0,-0.17391304347825809,1,940,nan,11,10025,-57,0
0.0,1501080684843250,0.5625,1501080684843250,1.4173982480063325,9,1,-0.04310011916320933,3,1,0.18589920132194987,2017-05-28 02:00:24,00e200600322f10741000000,1,510609375.0,-0.17391304347825809,1,924,-0.014244049296571519,11,55341,-57,0
2.0,1501080684854654,0.125,1501080684854654,0.21475731030398976,2,1,nan,4,1,0.04131093362709997,2017-05-28 02:00:24,00e200600322f041ef000000,1,113468750.0,0.60000000000000142,1,140,nan,11,66745,-47,0
2.0,1501080684876576,0.0625,1501080684876576,0.2086213871524472,1,1,-0.022273572210564654,5,1,0.020655466813549985,2017-05-28 02:00:24,00e200600322f041ef000000,1,56734375.0,0.60000000000000142,1,136,-0.007361136505832438,11,88667,-47,0
0.0,1501080684886579,2.0,1501080684886579,1.4173982480063325,32,1,nan,6,1,0.6609749380335995,2017-05-28 02:00:24,00e200600322f10741000000,1,1815500000.0,-0.17391304347825809,1,924,nan,11,98670,-57,0
0.0,1501080684935466,1.8125,1501080684935466,1.4848934026733007,29,1,0.10986752613169144,7,1,0.5990085375929496,2017-05-28 02:00:24,00e200600322f10741000000,1,1645296875.0,-0.17391304347825809,1,968,0.036309840638399815,11,147557,-57,0
1.0,1501080684945172,0.5,1501080684945172,0.1718058482431918,8,1,nan,8,1,0.16524373450839988,2017-05-28 02:00:24,00e200600322f041ef000000,1,453875000.0,-0.39999999999999858,1,112,nan,11,157263,-48,0
1.0,1501080684976754,0.4375,1501080684976754,4.405592822807561,7,1,nan,9,1,0.14450867052023122,2017-05-28 02:00:24,00e200600322f041ef000000,1,397359375.0,-0.041666666666664298,1,2872,nan,12,188845,-48,0
0.0,1501080684986760,-0.5625,1501080684986760,5.540738605842936,65527,1,nan,10,1,-0.18579686209744012,2017-05-28 02:00:24,00e200600322f10741000000,1,-510890625.0,-0.9615384615384599,1,3612,nan,12,198851,-56,0
1.0,1501080685038296,0.5,1501080685038296,5.559146375297564,8,1,0.028423698967712137,11,1,0.16515276630883569,2017-05-28 02:00:24,00e200600322f10741000000,1,454125000.0,0.038461538461540101,1,3624,0.009388505026494513,12,250387,-55,0
