rssi_from_min,interrogator_timestamp,phase_cos_rads,doppler_hz,lastseentimestamp,phase_rads,doppler,tagseencount,doppler_by_phase,id,antenna,prx_moving_parts,velocity_by_doppler,absolute_timestamp,epc96,rospecid,prx_moving_parts_deoscillated,doppler_channel,rssi_from_mean,inventoryparameterspecid,phase,velocity_by_phase,channelindex,relative_timestamp,rssi,accessspecid
1.0,1502815937942985,0.8245893027850253,0.375,1502815937942985,0.6013204688511713,6,1,nan,1,1,154.04303506458265,0.1245502352615555,2017-06-02 20:39:48,00e200600322f041ef000000,1,154.49449508058265,338718750.0,0.066666666666669983,1,392,nan,2,0,-50,0
0.0,1502815937954775,-0.9551411683057708,-0.25,1502815937954775,3.442252888015379,65532,1,nan,2,1,149.04303506458265,-0.08303349017437033,2017-06-02 20:39:48,00e200600322f10741000000,1,149.49449508058265,-225812500.0,-0.11494252873563227,1,2244,nan,2,11790,-45,0
2.0,1502815937964477,0.024541228522912264,0.375,1502815937964477,1.5462526341887264,6,1,nan,3,1,160.04303506458263,0.1245502352615555,2017-06-02 20:39:48,00e200600322efac42000000,1,160.49449508058262,338718750.0,0.44827586206896797,1,1008,nan,2,21492,-56,0
0.0,1502815937983430,-0.9604305194155659,-0.1875,1502815937983430,3.423845118560751,65533,1,-0.051084640074267586,4,1,149.04303506458265,-0.06227511763077775,2017-06-02 20:39:48,00e200600322f10741000000,1,149.49449508058265,-169359375.0,-0.11494252873563227,1,2232,-0.01696694383867177,2,40445,-45,0
1.0,1502815937995148,0.8245893027850253,-0.0625,1502815937995148,0.6013204688511713,65535,1,0.0,5,1,154.04303506458265,-0.02075837254359258,2017-06-02 20:39:48,00e200600322f041ef000000,1,154.49449508058265,-56453125.0,0.066666666666669983,1,392,0.0,2,52163,-50,0
2.0,1502815938004862,-0.012271538285719823,-0.125,1502815938004862,1.5830681730979816,65534,1,0.07249376557276811,6,1,160.04303506458263,-0.04151674508718516,2017-06-02 20:39:48,00e200600322efac42000000,1,160.49449508058262,-112906250.0,0.44827586206896797,1,1032,0.02407764148555819,2,61877,-56,0
1.0,1502815938052653,0.8140363297059484,0.0625,1502815938052653,0.619728238305799,1,1,0.025455705787811995,7,1,154.04303506458265,0.02075837254359258,2017-06-02 20:39:48,00e200600322f041ef000000,1,154.49449508058265,56453125.0,0.066666666666669983,1,404,0.008454704385655798,2,109668,-50,0
1.0,1502815938064096,-0.012271538285719823,-0.4375,1502815938064096,1.5830681730979816,65529,1,0.0,8,1,161.04303506458265,-0.14530860780514807,2017-06-02 20:39:48,00e200600322efac42000000,1,161.49449508058265,-395171875.0,-0.55172413793103203,1,1032,0.0,2,121111,-57,0
0.0,1502815938074105,-0.9743393827855759,-0.0625,1502815938074105,3.368621810196868,65535,1,-0.04843111203732426,9,1,149.04303506458265,-0.02075837254359258,2017-06-02 20:39:48,00e200600322f10741000000,1,149.49449508058265,-56453125.0,-0.11494252873563227,1,2196,-0.01608561706193997,2,131120,-45,0
0.0,1502815938092870,0.9770281426577544,0.0625,1502815938092870,0.21475731030398976,1,1,-13.374716893152145,10,1,149.04303506458265,0.02075837254359258,2017-06-02 20:39:48,00e200600322f10741000000,1,149.49449508058265,56453125.0,-0.11494252873563227,1,140,-4.442197694930134,2,149885,-45,0
1.0,1502815938102586,0.8245893027850253,-0.0625,1502815938102586,0.6013204688511713,65535,1,-0.029315890519859188,11,1,154.04303506458265,-0.02075837254359258,2017-06-02 20:39:48,00e200600322f041ef000000,1,154.49449508058265,-56453125.0,0.066666666666669983,1,392,-0.009736802829734577,2,159601,-50,0
2.0,1502815938114024,0.13458070850712622,1.5625,1502815938114024,1.4358060174609601,25,1,-0.23455061069189623,12,1,160.04303506458263,0.5189593135898145,2017-06-02 20:39:48,00e200600322efac42000000,1,160.49449508058262,1411328125.0,0.44827586206896797,1,936,-0.0779022233131125,2,171039,-56,0
0.0,1502815938161461,-0.8481203448032972,0.1875,1502815938161461,3.6999616603801666,3,1,nan,13,1,150.05264866708376,0.06224066390041494,2017-06-02 20:39:48,00e200600322f10741000000,1,150.49470326608375,169453125.0,-0.25842696629213435,1,2412,nan,3,218476,-46,0
0.0,1502815938174948,-0.05519524434968991,-0.0625,1502815938174948,1.6260196351587797,65535,1,nan,14,1,155.05264866708376,-0.02074688796680498,2017-06-02 20:39:48,00e200600322f041ef000000,1,155.49470326608375,-56484375.0,-0.44186046511627808,1,1060,nan,3,231963,-51,0
0.0,1502815938184859,-0.5857978574564389,0.125,1502815938184859,2.1966604882522383,2,1,nan,15,1,159.05264866708373,0.04149377593360996,2017-06-02 20:39:48,00e200600322efac42000000,1,159.49470326608372,112968750.0,-0.011363636363633134,1,1432,nan,3,241874,-55,0
0.0,1502815938201691,-0.5606615761973359,-0.375,1502815938201691,2.1659808724945253,65530,1,-0.1450455234077952,16,1,159.05264866708373,-0.12448132780082988,2017-06-02 20:39:48,00e200600322efac42000000,1,159.49470326608372,-338906250.0,-0.011363636363633134,1,1412,-0.048147891587649864,3,258706,-55,0
0.0,1502815938215153,-0.8415549774368984,0.0625,1502815938215153,3.7122335066832517,1,1,0.018175648281905682,17,1,150.05264866708376,0.02074688796680498,2017-06-02 20:39:48,00e200600322f10741000000,1,150.49470326608375,56484375.0,-0.25842696629213435,1,2420,0.0060334102180599775,3,272168,-46,0
