rssi_from_min,interrogator_timestamp,phase_cos_rads,doppler_hz,lastseentimestamp,phase_rads,doppler,tagseencount,doppler_by_phase,id,antenna,prx_moving_parts,velocity_by_doppler,absolute_timestamp,epc96,rospecid,prx_moving_parts_deoscillated,doppler_channel,rssi_from_mean,inventoryparameterspecid,phase,velocity_by_phase,channelindex,relative_timestamp,rssi,accessspecid
0.0,1477947820958193,0.9981181129001492,2.0625,1477947820958193,6.22182607566416,33,1,nan,1,1,24.39752372471064,0.6790123456790124,2016-10-31 20:58:53,00e200600319965584000000,1,24.70532934544101,1879453125.0,-0.5245901639344268,1,4056,nan,18,0,-46,0
0.0,1477947820962688,-0.4659764957679666,8.25,1477947820962688,4.227651051412827,132,1,nan,2,1,29.39752372471064,2.7160493827160495,2016-10-31 20:58:53,2015cccc0000000000000003,1,29.70532934544101,7517812500.0,-0.31481481481481666,1,2756,nan,18,4495,-51,0
0.0,1477947820977817,-0.4275550934302825,2.4375,1477947820977817,4.270602513473625,39,1,0.2259216570824249,3,1,29.39752372471064,0.8024691358024691,2016-10-31 20:58:53,2015cccc0000000000000003,1,29.70532934544101,2221171875.0,-0.31481481481481666,1,2784,0.07437750027404935,18,19624,-51,0
0.0,1477947820981714,0.9999811752826011,2.5625,1477947820981714,0.006135923151542565,41,1,0.22819514440442404,4,1,24.39752372471064,0.8436213991769548,2016-10-31 20:58:53,00e200600319965584000000,1,24.70532934544101,2335078125.0,-0.5245901639344268,1,4,0.07512597346647705,18,23521,-46,0
0.0,1477947821000424,0.9831054874312163,-0.1875,1477947821000424,6.0991076126333095,65533,1,nan,5,1,24.40705295110216,-0.06169454346037839,2016-10-31 20:58:53,00e200600319965584000000,1,24.705239646184708,-170953125.0,-0.5731707317073145,1,3976,nan,19,42231,-46,0
0.0,1477947821005958,0.8513551931052652,1.8125,1477947821005958,0.5522330836388308,29,1,nan,6,1,27.407052951102155,0.5963805867836578,2016-10-31 20:58:53,2015cccc0000000000000003,1,27.705239646184705,1652546875.0,-0.09090909090909349,1,360,nan,19,47765,-49,0
0.0,1477947821018870,0.8639728561215867,1.0625,1477947821018870,0.5276893910326605,17,1,-0.1512643277571253,7,1,27.407052951102155,0.3496024129421442,2016-10-31 20:58:53,2015cccc0000000000000003,1,27.705239646184705,968734375.0,-0.09090909090909349,1,344,-0.049771646095023415,19,60677,-49,0
0.0,1477947821022726,0.9900582102622971,0.4375,1477947821022726,6.1420590746941075,7,1,0.15315237092782255,8,1,24.40705295110216,0.14395393474088292,2016-10-31 20:58:53,00e200600319965584000000,1,24.705239646184708,398890625.0,-0.5731707317073145,1,4004,0.05039288322275488,19,64533,-46,0
0.0,1477947821040961,0.8415549774368984,-1.5625,1477947821040961,0.5706408530934585,65511,1,0.1546151906401833,9,1,27.407052951102155,-0.5141211955031533,2016-10-31 20:58:53,2015cccc0000000000000003,1,27.705239646184705,-1424609375.0,-0.09090909090909349,1,372,0.050874205859122563,19,82768,-49,0
0.0,1477947821044819,0.9783173707196277,-1.4375,1477947821044819,6.074563920027139,65513,1,-0.24294473324294835,10,1,24.40705295110216,-0.472991499862901,2016-10-31 20:58:53,00e200600319965584000000,1,24.705239646184708,-1310640625.0,-0.5731707317073145,1,3960,-0.07993794348547793,19,86626,-46,0
0.0,1477947821057953,0.9831054874312163,2.75,1477947821057953,6.0991076126333095,44,1,0.14870755291609514,11,1,24.40705295110216,0.9048533040855498,2016-10-31 20:58:53,00e200600319965584000000,1,24.705239646184708,2507312500.0,-0.5731707317073145,1,3976,0.048930371126765605,19,99760,-46,0
0.0,1477947821062372,0.8513551931052652,1.5625,1477947821062372,0.5522330836388308,25,1,-0.06836814540788005,12,1,27.407052951102155,0.5141211955031533,2016-10-31 20:58:53,2015cccc0000000000000003,1,27.705239646184705,1424609375.0,-0.09090909090909349,1,360,-0.02249568809691694,19,104179,-49,0
0.0,1477947821071954,0.9882575677307495,-0.1875,1477947821071954,6.129787228391022,65533,1,0.1742530725576875,13,1,24.40705295110216,-0.06169454346037839,2016-10-31 20:58:53,00e200600319965584000000,1,24.705239646184708,-170953125.0,-0.5731707317073145,1,3996,0.057335806709411845,19,113761,-46,0
0.0,1477947821079105,0.8545579883654005,0.1875,1477947821079105,0.5460971604872883,3,1,-0.029160548244549098,14,1,27.407052951102155,0.06169454346037839,2016-10-31 20:58:53,2015cccc0000000000000003,1,27.705239646184705,170953125.0,-0.09090909090909349,1,356,-0.009594915792009575,19,120912,-49,0
0.0,1477947821088812,0.9917097536690994,-2.3125,1477947821088812,6.154330920997192,65499,1,0.11577730543980072,15,1,24.40705295110216,-0.7608993693446668,2016-10-31 20:58:53,00e200600319965584000000,1,24.705239646184708,-2108421875.0,-0.5731707317073145,1,4012,0.03809508267830021,19,130619,-46,0
0.0,1477947821095596,0.8513551931052652,-1.8125,1477947821095596,0.5522330836388308,65507,1,0.02958846969717058,16,1,27.407052951102155,-0.5963805867836578,2016-10-31 20:58:53,2015cccc0000000000000003,1,27.705239646184705,-1652546875.0,-0.09090909090909349,1,360,0.009735718024843625,19,137403,-49,0
0.0,1477947821107030,0.9882575677307495,-1.4375,1477947821107030,6.129787228391022,65513,1,-0.1071343624494544,17,1,24.40705295110216,-0.472991499862901,2016-10-31 20:58:53,00e200600319965584000000,1,24.705239646184708,-1310640625.0,-0.5731707317073145,1,3996,-0.035251229761268245,19,148837,-46,0
0.0,1477947821121433,0.9951847266721969,-2.3125,1477947821121433,6.1850105367549055,65499,1,0.30511221620496,18,1,24.40705295110216,-0.7608993693446668,2016-10-31 20:58:53,00e200600319965584000000,1,24.705239646184708,-2108421875.0,-0.5731707317073145,1,4032,0.10039338070906278,19,163240,-46,0
0.0,1477947821134408,0.9900582102622971,-2.75,1477947821134408,6.1420590746941075,65492,1,-0.263427263969172,19,1,24.40705295110216,-0.9048533040855498,2016-10-31 20:58:53,00e200600319965584000000,1,24.705239646184708,-2507312500.0,-0.5731707317073145,1,4004,-0.08667746552317147,19,176215,-46,0
0.0,1477947821145585,0.9743393827855759,4.0,1477947821145585,6.056156150572511,64,1,-0.6116075422743144,20,1,24.40705295110216,1.3161502604880724,2016-10-31 20:58:53,00e200600319965584000000,1,24.705239646184708,3647000000.0,-0.5731707317073145,1,3948,-0.20124185652020216,19,187392,-46,0
